Size	Best		Worst		Average
10	86200   	86200   	86200
20	227700   	227700   	227700
30	341500   	341500   	341500
40	387300   	387300   	387300
50	526300   	526300   	526300
60	583700   	583700   	583700
70	932200   	932200   	932200
80	831600   	831600   	831600
90	1309400   	1309400   	1309400
100	1244200   	1244200   	1244200
110	1604600   	1604600   	1604600
120	1205900   	1205900   	1205900
130	1389000   	1389000   	1389000
140	4670000   	4670000   	4670000
150	1534800   	1534800   	1534800
160	2110900   	2110900   	2110900
170	2118100   	2118100   	2118100
180	2236700   	2236700   	2236700
190	2373100   	2373100   	2373100
200	2567200   	2567200   	2567200
210	2938100   	2938100   	2938100
220	3093600   	3093600   	3093600
230	6157200   	6157200   	6157200
240	2994200   	2994200   	2994200
250	3172100   	3172100   	3172100
260	4334800   	4334800   	4334800
270	3445000   	3445000   	3445000
280	3377500   	3377500   	3377500
290	4957400   	4957400   	4957400
300	4172600   	4172600   	4172600
310	4727100   	4727100   	4727100
320	9265800   	9265800   	9265800
330	5580200   	5580200   	5580200
340	5446400   	5446400   	5446400
350	5785300   	5785300   	5785300
360	8025700   	8025700   	8025700
370	8138000   	8138000   	8138000
380	6522400   	6522400   	6522400
390	6863900   	6863900   	6863900
400	5638300   	5638300   	5638300
410	5291900   	5291900   	5291900
420	5559700   	5559700   	5559700
430	6257700   	6257700   	6257700
440	6259200   	6259200   	6259200
450	6207900   	6207900   	6207900
460	7810600   	7810600   	7810600
470	7489700   	7489700   	7489700
480	7781500   	7781500   	7781500
490	9210300   	9210300   	9210300
500	17134900   	17134900   	17134900
510	7564400   	7564400   	7564400
520	10120100   	10120100   	10120100
530	9072600   	9072600   	9072600
540	14143700   	14143700   	14143700
550	9573200   	9573200   	9573200
560	8097100   	8097100   	8097100
570	29786400   	29786400   	29786400
580	17194300   	17194300   	17194300
590	14740700   	14740700   	14740700
600	8012700   	8012700   	8012700
610	10112900   	10112900   	10112900
620	13444400   	13444400   	13444400
630	17714700   	17714700   	17714700
640	13091600   	13091600   	13091600
650	14524500   	14524500   	14524500
660	11292300   	11292300   	11292300
670	15057600   	15057600   	15057600
680	13771600   	13771600   	13771600
690	12873900   	12873900   	12873900
700	11175800   	11175800   	11175800
710	12848000   	12848000   	12848000
720	21074600   	21074600   	21074600
730	12949600   	12949600   	12949600
740	15135900   	15135900   	15135900
750	16620600   	16620600   	16620600
760	13151100   	13151100   	13151100
770	11473100   	11473100   	11473100
780	11655800   	11655800   	11655800
790	13114200   	13114200   	13114200
800	12515400   	12515400   	12515400
810	13439900   	13439900   	13439900
820	13701500   	13701500   	13701500
830	13992800   	13992800   	13992800
840	20007500   	20007500   	20007500
850	18601100   	18601100   	18601100
860	17930300   	17930300   	17930300
870	17247300   	17247300   	17247300
880	15113900   	15113900   	15113900
890	12945800   	12945800   	12945800
900	13819500   	13819500   	13819500
910	11100600   	11100600   	11100600
920	10378600   	10378600   	10378600
930	13947000   	13947000   	13947000
940	10617800   	10617800   	10617800
950	11653700   	11653700   	11653700
960	12780800   	12780800   	12780800
970	11428700   	11428700   	11428700
980	11007900   	11007900   	11007900
990	10629600   	10629600   	10629600
1000	10785000   	10785000   	10785000
