Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	1646700    	59300    	30100      	1521200              	62600        	19700
200   	2840600    	113400    	55700      	3366200              	97000        	41400
300   	4083100    	179500    	84700      	4044600              	188700        	50200
400   	6342900    	299100    	129800      	4515600              	205800        	52300
500   	6654600    	321400    	142000      	6364700              	330400        	80400
600   	11230900    	313400    	139400      	6431900              	331800        	80000
700   	9041200    	474000    	261500      	9556300              	535100        	120400
800   	8543000    	441700    	192900      	10088200              	577000        	138800
900   	11050100    	565300    	232800      	11820100              	796800        	153300
1000   	14223200    	731900    	311300      	12659700              	595300        	134300
1100   	15326500    	1430500    	343100      	11790500              	661800        	149200
1200   	15673800    	874600    	377200      	16210200              	918700        	208500
1300   	17774900    	788200    	334900      	16553700              	998700        	211800
1400   	17090000    	843400    	373500      	17843300              	963300        	251300
1500   	28541100    	912700    	388700      	18854400              	1191700        	261900
1600   	18395300    	983500    	417100      	18068300              	1021800        	223600
1700   	28921000    	1079600    	437200      	20848700              	1505800        	298300
1800   	24692500    	1115200    	472500      	21682600              	1828700        	366800
1900   	24185700    	1346700    	531200      	25124700              	1552900        	334600
2000   	28505700    	1718000    	672300      	22812000              	1508800        	295400
2100   	27201800    	1330100    	572100      	29439900              	1748100        	368500
2200   	30056400    	1765600    	751100      	26931300              	1463500        	312400
2300   	28078200    	1853100    	766200      	39671200              	2123800        	666700
2400   	43067300    	3606400    	994900      	35966500              	2170600        	470600
2500   	37138100    	2103900    	917400      	36981500              	1900200        	385400
2600   	35250900    	1745000    	704900      	30901800              	1807400        	396400
2700   	38172400    	2220200    	933500      	34512900              	2372100        	494000
2800   	41127200    	2462800    	960800      	33731600              	2415200        	516100
2900   	46926000    	3216100    	1298800      	45339900              	2561900        	537500
3000   	37101100    	2010600    	826500      	43767500              	2160600        	469000
3100   	50429000    	4399900    	1739900      	50914700              	4098700        	473500
3200   	47938100    	3244200    	1336600      	47066200              	2544300        	511800
3300   	61293100    	2519800    	1978400      	54561000              	4465800        	765100
3400   	54231600    	3121100    	1272700      	61963300              	5993900        	1316300
3500   	58915900    	3604900    	1054900      	44318400              	2862800        	517100
