Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	2558600    	86200    	44300      	1382100              	128300        	41900
200   	5049400    	214400    	104100      	5190300              	232500        	63900
300   	6949000    	316200    	145900      	6491800              	360500        	78800
400   	5230100    	238900    	107800      	4266700              	204800        	52100
500   	7245000    	509800    	243400      	9637700              	566600        	93200
600   	6429200    	315900    	137400      	7530900              	496300        	122100
700   	7570500    	397500    	166800      	8710100              	443600        	102200
800   	11072500    	582100    	242500      	10489500              	578000        	134700
900   	11155800    	883100    	377800      	16760700              	915800        	219200
1000   	11700000    	586100    	252800      	15321600              	890600        	202100
1100   	12409500    	631100    	276900      	13180600              	679000        	149300
1200   	21154700    	704400    	305500      	22285800              	1103800        	249100
1300   	17859300    	774100    	347100      	18536500              	935800        	274300
1400   	26394600    	1280700    	558000      	27413100              	1354300        	306900
1500   	25768100    	1145700    	478900      	20910200              	1591500        	355100
1600   	25291700    	1516400    	523700      	25150300              	1068100        	235100
1700   	21077700    	1056900    	448700      	20302100              	1111300        	239100
1800   	24191400    	1400200    	589800      	23829100              	1505900        	430900
1900   	25013500    	1507300    	628000      	23407700              	1578300        	334600
2000   	22720500    	2719200    	707300      	30695800              	2329400        	353700
2100   	28176500    	1946000    	611700      	24526600              	1384500        	294400
2200   	42618000    	1514500    	633900      	24704100              	2493800        	311100
2300   	42927100    	3856800    	1179800      	36468400              	1555600        	346900
2400   	35571900    	1564600    	648200      	26370400              	1749900        	346100
2500   	38214700    	3763100    	1535000      	52094200              	2151100        	560800
2600   	35619200    	2137200    	885300      	35743200              	2298900        	408600
2700   	32680500    	1976500    	747800      	34215500              	1862000        	408400
2800   	45407200    	2988500    	1726900      	35012900              	1963400        	426500
2900   	51284000    	2801000    	1165300      	54418300              	2559000        	603800
3000   	40859500    	3581700    	1626900      	50121100              	4195500        	885100
3100   	57380100    	5212800    	2045600      	57160700              	2651100        	554600
3200   	65177800    	2213000    	931600      	64546200              	3224100        	656800
