Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	1167100    	53000    	25900      	1364600              	47800        	16500
200   	3862400    	121100    	62800      	2501700              	103000        	27800
300   	4241500    	159700    	66700      	6450200              	149000        	39600
400   	4979700    	259800    	114300      	5530100              	443200        	86700
500   	8647000    	286700    	121400      	8418800              	379300        	89300
600   	6963800    	319600    	141800      	8336100              	333100        	81300
700   	9849500    	430700    	177600      	8027000              	398300        	108800
800   	11095800    	499100    	206900      	9961500              	518700        	130000
900   	9890700    	502200    	218700      	10437200              	528900        	122500
1000   	12953700    	711500    	308400      	11458500              	680400        	135900
1100   	13491300    	635000    	272600      	12372800              	856400        	223200
1200   	15723900    	721200    	350300      	18282200              	771400        	169700
1300   	18832500    	883300    	443500      	16722900              	814800        	186000
1400   	15891200    	1207600    	383100      	15203600              	921200        	197600
1500   	19187700    	1137600    	501200      	19115600              	955100        	209500
1600   	18799300    	1277500    	410000      	18045100              	1087200        	236900
1700   	21196800    	1295300    	817800      	27672200              	1360100        	245200
1800   	25488000    	1276800    	545600      	23012700              	1304700        	270100
1900   	25532000    	1325900    	543700      	23450400              	1947800        	284600
2000   	22840700    	1576700    	670500      	26356200              	1318300        	342200
2100   	30016000    	1498400    	656800      	28379400              	1523100        	381700
2200   	26343300    	1811100    	783800      	25739500              	1477700        	322400
2300   	30608000    	1695500    	787800      	31551800              	1805600        	328300
2400   	30823400    	1654800    	704500      	34673800              	3580900        	653600
2500   	32337500    	1660900    	685400      	33281100              	1920900        	422600
2600   	44665400    	2109400    	895200      	30612800              	2347300        	387200
2700   	44561600    	4471700    	847800      	43402300              	2100200        	429400
2800   	38983700    	2069100    	820800      	38065100              	3295100        	519400
2900   	41368200    	1967700    	821300      	40759500              	2608800        	712900
3000   	43605400    	3067900    	830600      	37624700              	2250000        	436400
3100   	39630700    	2612800    	1075800      	50149400              	2596400        	576700
3200   	44770300    	3091800    	1862600      	49180000              	2567500        	507200
3300   	48070600    	2392700    	944300      	48741400              	2653800        	546700
3400   	43758000    	2598600    	1044800      	42788900              	2438800        	501500
3500   	49202700    	3451000    	1220800      	53094500              	2651200        	521200
3600   	51905600    	2780700    	1088700      	46251800              	2579200        	530500
3700   	45800000    	3994700    	1194300      	49003100              	3214900        	792600
3800   	49730000    	2671800    	1066300      	49348000              	3418500        	697700
3900   	51065100    	4102000    	1133000      	51983200              	2832400        	576000
4000   	55752600    	3487500    	1966700      	57575900              	3648200        	734900
4100   	57198900    	2934800    	2254000      	48355700              	3449200        	659800
4200   	57110400    	3512100    	1224700      	66431200              	5104800        	797900
4300   	94942200    	4074000    	1342600      	62835300              	4035300        	683200
4400   	77626500    	3567600    	1986700      	67603000              	6166500        	1175600
