Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	2313900    	64800    	29400      	1570700              	54300        	16600
200   	2525500    	107400    	52400      	2572500              	112200        	31100
300   	4565400    	180100    	65100      	3429500              	146000        	38900
400   	8282300    	395500    	177500      	8898500              	462500        	117900
500   	9965500    	327100    	145900      	6224400              	273100        	66300
600   	8847700    	318800    	144000      	7064700              	579100        	139900
700   	10070800    	725700    	233700      	7608000              	723500        	102400
800   	9393800    	442000    	193300      	8773500              	470100        	107300
900   	10436700    	638500    	276100      	10323400              	530100        	122000
1000   	16361600    	1555400    	317300      	18900500              	762600        	134800
1100   	21701000    	976900    	415700      	15131100              	706300        	162600
1200   	17315800    	1256500    	395300      	14264300              	775700        	171200
1300   	15624800    	1179800    	555600      	19303400              	818800        	184600
1400   	22763000    	1495200    	536600      	21264400              	910700        	204900
1500   	24077000    	1139000    	1669800      	24739900              	954900        	210000
1600   	18184900    	1898000    	419200      	24383100              	1031300        	227200
1700   	30519600    	1378500    	594100      	21713900              	1459500        	277900
1800   	28362100    	1535900    	796700      	29375700              	2603100        	404100
1900   	27949800    	3047600    	1249900      	27958100              	2000700        	345700
2000   	24858400    	1255600    	545100      	22654700              	1356200        	293800
2100   	28802400    	1342500    	555800      	36103800              	2245400        	477100
2200   	44787300    	1875700    	779200      	27917800              	1832100        	388900
2300   	29904500    	1495100    	615200      	27279300              	1553800        	334600
2400   	36298800    	1569500    	791400      	38862100              	3351700        	1063600
2500   	38198900    	2457700    	844600      	35651600              	1714500        	365200
2600   	32906700    	1698400    	719000      	32188500              	2269800        	475800
2700   	39417300    	2505100    	1025100      	35062800              	1857100        	404900
2800   	36758300    	2248200    	999600      	36875600              	2450300        	629400
2900   	40746400    	2516800    	990400      	34877400              	2335500        	424000
3000   	54101500    	3104500    	1278800      	75949500              	2686600        	618900
3100   	40986500    	3015300    	1069300      	45552600              	2196800        	452800
3200   	43535100    	2900700    	1144300      	43783600              	2883500        	606400
3300   	46877000    	2951900    	967600      	53952900              	4264500        	812600
3400   	48204700    	2305000    	953000      	43161500              	2518600        	514200
3500   	48107400    	2562300    	998900      	44354800              	2526100        	525900
3600   	45123500    	3033800    	1016200      	52935200              	2566700        	529800
3700   	47564300    	3307900    	1307600      	52689100              	3074600        	545800
3800   	45352300    	3524200    	1230300      	58803900              	3095300        	721600
3900   	61909200    	5274600    	1722800      	64999500              	2832300        	577400
4000   	59441900    	7020100    	2764200      	68687600              	3840000        	688100
4100   	62669400    	4184300    	1639100      	57767400              	3016200        	1167400
4200   	56068100    	6161200    	1658400      	65372900              	3045300        	621200
4300   	70956300    	5928900    	2985200      	66838900              	3131500        	635100
4400   	86471000    	4667200    	1983600      	70991400              	5765600        	952100
4500   	79249400    	3381200    	1589700      	90358400              	5279900        	1169800
