Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	1514900    	36100    	19100      	1007800              	53600        	12000
200   	3217300    	124500    	55500      	3282900              	101400        	34200
300   	8887200    	223300    	90900      	3821800              	181700        	39100
400   	6142900    	293800    	134100      	7005500              	205600        	52100
500   	8275500    	635800    	191900      	8842100              	466400        	117800
600   	7890800    	354900    	148300      	7030200              	384700        	85300
700   	9185800    	378800    	167700      	7317600              	394000        	95000
800   	9562900    	509100    	204000      	11737900              	922900        	214700
900   	14495900    	502600    	219900      	9694700              	602000        	126800
1000   	10607200    	568200    	247400      	18208400              	649900        	153300
1100   	17853600    	646600    	280000      	14118200              	1659100        	359800
1200   	22349800    	819800    	319500      	20393700              	1306100        	291300
1300   	14937000    	772000    	327400      	20105900              	1416000        	319700
1400   	30225100    	894300    	391800      	30565200              	1987300        	443000
1500   	22292800    	1025100    	438200      	20873600              	2316200        	509500
1600   	34668200    	980500    	413300      	26826000              	2371300        	637800
1700   	19449500    	1047600    	446200      	30207600              	2505600        	542400
1800   	20294200    	1648600    	481300      	27173500              	1162900        	254500
1900   	38620400    	1192100    	495000      	24291100              	1241700        	266700
2000   	33997500    	1284200    	569500      	21836500              	1312200        	280900
2100   	27407600    	1350200    	555600      	24681600              	1633500        	313900
2200   	50027200    	3248500    	1334700      	27556600              	1461400        	312600
2300   	41673400    	1559600    	655400      	34620400              	1553000        	335300
2400   	54790700    	2349900    	998000      	36512000              	2769500        	520900
2500   	32249300    	1665400    	713900      	32484900              	1811200        	371700
2600   	34114700    	1698600    	709700      	32903700              	2002900        	430700
2700   	44538100    	2350700    	936500      	33157400              	1871100        	411600
2800   	40218800    	2350200    	1021700      	31300800              	1944700        	409600
2900   	44060500    	2198100    	853800      	52934800              	2286200        	452900
3000   	54515700    	2049200    	848500      	33466800              	2314700        	601700
3100   	41180800    	2326900    	933700      	36242700              	2416500        	481000
3200   	42684400    	2685200    	1129400      	41373200              	2435500        	481500
3300   	39810400    	2263800    	1036500      	49055100              	2977900        	545300
3400   	46794100    	2578800    	1029300      	41792400              	2429200        	498300
3500   	74188400    	3315000    	1571500      	50551700              	2680100        	514600
3600   	61083000    	4338700    	1808700      	65579800              	2922700        	585900
3700   	54857900    	3055800    	2776500      	72194800              	4471500        	1029300
3800   	61605300    	2663100    	1141400      	58265000              	6227000        	1258300
3900   	65549000    	2750700    	1097800      	42960800              	2822500        	589700
4000   	70063000    	6860500    	2582600      	57779300              	2921100        	589100
4100   	70435100    	6578900    	2738300      	56378500              	6952400        	1519500
4200   	80939100    	3192500    	1284900      	60816800              	4974200        	997400
4300   	75097800    	4465100    	1576500      	52074400              	3155800        	637300
4400   	74453700    	4343200    	1739900      	67906800              	4532000        	1208800
4500   	65484300    	3318200    	1338900      	58367000              	4220800        	1541400
4600   	75235600    	5698000    	2324500      	76079500              	6242400        	1239800
4700   	68799500    	5061300    	2456200      	66853100              	4328300        	891300
4800   	115685400    	3938000    	2074300      	70882200              	4861500        	916100
4900   	72556400    	3470000    	1429500      	68244800              	4244700        	984700
5000   	71226900    	3624800    	1456500      	77930500              	5611500        	1653300
5100   	62164200    	4579300    	1863500      	62573200              	3814600        	780400
5200   	73768200    	7661200    	4015900      	106594000              	4915900        	1000600
5300   	104784700    	6957400    	1608900      	85580500              	4404800        	886200
5400   	94519100    	5663900    	2367000      	93599300              	4362800        	826500
5500   	116127200    	7778800    	2651200      	101413400              	5874000        	1336200
5600   	98972700    	7098900    	2721200      	87803900              	4227200        	873400
5700   	92795400    	4935900    	3379500      	111659400              	5352400        	1147400
5800   	102980200    	5414400    	2129600      	68965700              	4456200        	897400
5900   	114406900    	5365200    	2197500      	89164200              	5879300        	1207200
6000   	96543800    	8691200    	2663600      	92179200              	5839700        	1271300
