Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	1766900    	73000    	37000      	1462900              	80500        	22400
200   	3369200    	134100    	64700      	2646400              	114800        	32000
300   	4119400    	175600    	101500      	4488400              	166700        	39400
400   	4731400    	198100    	91700      	4229500              	208000        	52600
500   	6079500    	283000    	118400      	5590200              	337600        	85800
600   	6916100    	318400    	138900      	7929100              	483300        	292800
700   	8701100    	424700    	176100      	7443300              	397300        	95900
800   	11248900    	492500    	203000      	9286500              	516000        	116900
900   	11371600    	505300    	221700      	11490300              	528400        	125800
1000   	12785400    	567900    	248600      	10628300              	599000        	135700
1100   	12075300    	637800    	274900      	12428600              	691400        	148500
1200   	16196500    	848000    	374200      	13256800              	1022500        	168200
1300   	15665700    	771800    	332100      	16309100              	921000        	195700
1400   	15223600    	837400    	359700      	14980700              	879200        	200300
1500   	18812300    	909900    	387900      	16058100              	952200        	209700
1600   	19513300    	997400    	458200      	17319600              	1142100        	239800
1700   	21449900    	1082900    	443800      	24763800              	1158500        	251400
1800   	24809400    	1316000    	475700      	21913100              	1177000        	258100
1900   	21861300    	1239400    	505400      	21562900              	1261600        	270600
2000   	24178300    	1422100    	576000      	23109800              	1550800        	351300
2100   	24464600    	1792400    	573100      	25746900              	1688800        	300800
2200   	24563600    	1422700    	588800      	24207000              	1654400        	331800
2300   	27414600    	1484400    	625000      	26153500              	1738800        	418400
2400   	27405900    	1999900    	671800      	27991000              	1655900        	361500
2500   	29810600    	2142400    	736000      	35540100              	1743400        	376200
2600   	32441600    	1900300    	756800      	31954400              	1774600        	382400
2700   	32745900    	1814100    	732800      	35180400              	2493100        	680700
2800   	34974300    	1890200    	782400      	34956800              	2493700        	441500
2900   	37465700    	1945100    	793500      	32010100              	2063300        	432000
3000   	34615400    	2815200    	1171600      	36176600              	2404500        	445500
3100   	36630400    	2127100    	872100      	36792900              	2432000        	483200
3200   	36107400    	2222600    	888800      	35069100              	3719100        	726700
3300   	40396400    	2251900    	929000      	38328300              	2361200        	505600
3400   	39040300    	2560600    	952400      	41773300              	2691600        	532000
3500   	47203600    	2430800    	1011400      	40293700              	2504600        	518600
3600   	45601300    	2453100    	1016900      	43767500              	2869400        	563900
3700   	49923000    	3319000    	1066100      	43940300              	2639800        	546900
3800   	43701000    	2646900    	1063800      	44988300              	3051600        	652500
3900   	53270500    	2715300    	1106700      	44613700              	2860600        	573600
4000   	47602100    	2777200    	1151900      	44425600              	2929500        	597000
4100   	54806200    	3341100    	1893200      	47398800              	2953000        	601800
4200   	46716000    	3186300    	1202600      	49446500              	3048600        	622000
4300   	58283500    	3048600    	1245000      	47651100              	3154800        	635600
4400   	50996900    	3094800    	1262700      	49662400              	4112000        	677300
4500   	53453300    	3178600    	1292800      	53097000              	3320800        	675700
4600   	59775700    	3278600    	1327900      	64347600              	3427300        	689800
4700   	60376600    	3318500    	1352900      	51497800              	3456800        	705400
4800   	62487200    	3501900    	1425800      	53462100              	3552500        	732000
4900   	57571900    	3723200    	1424000      	59140600              	4252300        	748600
5000   	61296200    	3593300    	1447400      	58444400              	3706600        	764200
5100   	60849800    	4615600    	1596000      	63525600              	4248800        	849700
5200   	62007500    	3744100    	1535500      	65893100              	4046800        	812400
5300   	64199700    	4254900    	1644500      	62488500              	5870300        	864100
5400   	69669000    	5011400    	2080200      	64457600              	4088800        	827100
5500   	70382200    	3975500    	1599900      	74045500              	4418600        	900200
5600   	68419400    	4050600    	1640800      	67336000              	5013000        	940700
5700   	70118100    	4868300    	2540700      	69005000              	6414900        	875000
5800   	73256700    	4257100    	1744000      	66928200              	4533000        	887300
5900   	71033000    	5626600    	2557800      	67409600              	4579400        	905100
6000   	72275100    	6862300    	1901700      	82842500              	5359800        	1021300
6100   	95363200    	5883400    	2085100      	87772300              	5382200        	1025100
6200   	76358200    	5102300    	2016600      	70098800              	4778900        	950200
6300   	82009900    	4730400    	1878400      	73307200              	5440300        	1031400
6400   	80932200    	4764600    	1920600      	72642500              	4894200        	983900
6500   	75781300    	7187200    	2050300      	77660200              	4998600        	999200
6600   	79856500    	4933500    	1997000      	83611800              	5110500        	1022700
6700   	81705100    	5059100    	2664900      	77636400              	6111800        	1097100
6800   	87651100    	5749600    	2188000      	80335100              	6102500        	1149500
6900   	86923300    	5706900    	2495400      	80005100              	5342900        	1073200
7000   	84627800    	5239100    	2095900      	83755400              	5452300        	1081200
7100   	89333100    	7021900    	2149700      	83649400              	5942300        	1112200
7200   	87752400    	5368000    	2177000      	92368600              	5578300        	1114200
7300   	91764200    	5528200    	2240400      	85509900              	5748200        	1219600
7400   	97805800    	7889800    	3419200      	89626500              	6432400        	1257200
7500   	94336200    	5617500    	2320500      	88834400              	6048000        	1167300
7600   	95530900    	5712300    	2318300      	91364100              	5929000        	1184300
7700   	96485200    	5925900    	2329200      	88333300              	6011000        	1199100
7800   	99010400    	6530500    	3797300      	92528700              	6928900        	1221200
7900   	101026100    	6199800    	2784900      	89125600              	6180800        	1234700
8000   	107450800    	6094200    	2682900      	101674800              	6373200        	1257500
8100   	154195100    	19794600    	8152400      	130983200              	7006100        	1416700
8200   	100850500    	6226600    	2520300      	100621200              	6706000        	1310000
8300   	98332700    	6307800    	2524900      	98657400              	6605800        	1297400
8400   	96584800    	8040900    	2605200      	96036800              	6738300        	1314700
8500   	98923200    	9349900    	2766700      	138418800              	9640500        	1453200
8600   	136208000    	7841000    	2825200      	123026800              	7827400        	1454200
