Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	2226100    	55600    	28300      	1445500              	48700        	15200
200   	2008400    	85300    	42700      	2012300              	91200        	25000
300   	3839800    	141200    	66100      	3070900              	145700        	38600
400   	4129500    	195300    	88200      	4052900              	204000        	51400
500   	5185600    	251200    	114500      	5090200              	263900        	64900
600   	7703200    	315000    	136600      	6191400              	326900        	79700
700   	8583900    	394100    	166400      	7275600              	395000        	95900
800   	9463000    	490200    	211600      	9358500              	535700        	115300
900   	12851100    	757100    	327300      	9944300              	526300        	122100
1000   	13148700    	645700    	251800      	10700700              	591600        	137100
1100   	12530700    	634000    	270100      	13870700              	662800        	149200
1200   	13108300    	707200    	303200      	15038000              	736200        	167100
1300   	14470300    	772000    	329600      	13934900              	806100        	181600
1400   	17357900    	842800    	357000      	18563000              	978700        	211500
1500   	17424300    	906200    	388000      	15921100              	949000        	208500
1600   	20431200    	1108700    	427600      	17249100              	1023300        	223500
1700   	20583300    	1045900    	438600      	18165000              	1121200        	239100
1800   	21420400    	1121900    	470600      	23939400              	1746900        	383900
1900   	23134100    	1189100    	494600      	20321600              	1234800        	267300
2000   	21819100    	1257600    	533600      	25548200              	1469100        	300900
2100   	25464600    	1493300    	603000      	25335900              	1384300        	295100
2200   	26382800    	2131300    	596600      	28715300              	1525200        	312300
2300   	24964900    	1476100    	613200      	24718500              	1539900        	328200
2400   	28734600    	1578400    	654300      	30254200              	1623700        	358400
2500   	29393200    	1631400    	677900      	30063300              	1899800        	390400
2600   	32481300    	1785800    	753100      	28346100              	1832200        	381000
2700   	33468700    	1776700    	743900      	31334600              	1929500        	394600
2800   	33580600    	1876900    	782600      	31455200              	2239600        	411700
2900   	35974800    	2152500    	849300      	36735000              	2258400        	487900
3000   	35709400    	2004700    	832500      	37546300              	2091700        	437400
3100   	35952500    	2979400    	2325600      	37793400              	2425000        	485000
3200   	36466000    	2895100    	882900      	38353600              	2245300        	468400
3300   	38476200    	2230500    	924100      	35879900              	2512600        	483300
3400   	37684700    	2307400    	944900      	37464900              	2642000        	529400
3500   	40205900    	2385100    	988200      	44373100              	3617300        	774500
3600   	40094300    	2452200    	1016700      	39400900              	2560200        	527700
3700   	46015200    	3312100    	1561800      	40735600              	3312600        	545100
3800   	42067000    	2941400    	1074700      	46887300              	3043100        	595200
3900   	48425400    	3017000    	1201300      	48379700              	3179300        	613300
4000   	46796700    	2774700    	1132700      	43541000              	2889900        	587400
4100   	51573600    	2849300    	1204100      	49323800              	2962500        	605300
4200   	48396500    	2928700    	1198300      	45655000              	3041300        	670200
4300   	53903100    	3025600    	1220100      	49153800              	3128500        	635700
4400   	50130500    	4195500    	1355300      	49368100              	3980500        	664400
4500   	53731500    	3158200    	1289400      	51311200              	3289100        	670800
4600   	54130500    	3244600    	1338400      	51231900              	3374200        	716600
4700   	52697300    	3323700    	1354800      	51961900              	3455600        	733200
4800   	60951500    	3472000    	1406300      	58374900              	3550700        	728100
4900   	58331500    	3488900    	1449100      	58743600              	4078000        	791100
5000   	62214300    	3562700    	1451000      	61043400              	4160000        	813400
5100   	65038100    	3997400    	1764200      	62874300              	3846600        	803900
5200   	61563700    	3731900    	1518000      	64206600              	5580500        	793400
5300   	65943100    	3844400    	1554700      	58979500              	4054100        	810000
5400   	61935400    	5429500    	1833500      	71019200              	4055600        	826200
5500   	66165700    	4063200    	1602400      	64780100              	4278200        	859200
5600   	68590300    	4527500    	1822700      	66576900              	4207500        	857600
5700   	70797300    	4135300    	1666800      	68640000              	4823000        	932600
5800   	66169900    	4250400    	1708700      	74729100              	5555700        	889100
5900   	74068800    	4307100    	1769300      	69595900              	5308500        	926600
6000   	74237800    	4380200    	1793900      	66238100              	4610100        	921100
6100   	75222800    	4461800    	1791600      	78642500              	4665000        	1126300
6200   	74234500    	5303900    	1892100      	71478500              	4904600        	956200
6300   	72056200    	4774800    	1856300      	82096300              	4999100        	1326400
6400   	77324000    	5895000    	1889500      	74806000              	5085300        	994400
6500   	76252400    	5453200    	1919400      	79250400              	4972700        	1000300
6600   	80344900    	5889200    	2488300      	78085700              	5075000        	1011200
6700   	80997900    	4987500    	2133900      	82008800              	5140900        	1031200
6800   	81226600    	7139700    	2222700      	82194000              	5304200        	1108300
6900   	79949600    	5136300    	2088100      	85716500              	5325900        	1062600
7000   	86509500    	5228300    	2119900      	88019400              	8686700        	1088900
7100   	85470500    	6165500    	2118100      	84690900              	5508300        	1111700
7200   	83189700    	5398500    	2153800      	88251400              	5601500        	1126500
7300   	98770400    	5453100    	2206100      	86479900              	5679700        	1160300
7400   	88925200    	5599300    	2204700      	84218500              	6950800        	1159000
7500   	91193900    	6274800    	2427200      	95525700              	6733700        	1218300
7600   	90678400    	6874000    	3593600      	89607000              	7515000        	1799500
7700   	101539700    	6494800    	2478800      	89571000              	6848800        	1206200
7800   	90604600    	5869200    	2403900      	86632100              	6467100        	1212300
7900   	98896700    	6653600    	2596500      	93387300              	6862300        	1332200
8000   	95561000    	6025900    	2455600      	93509500              	7006700        	1291200
8100   	99150800    	7815200    	3245900      	92579700              	7184700        	1371700
8200   	97205300    	6943000    	2673100      	98186000              	7314200        	1564300
8300   	96675600    	6588000    	2533700      	100007000              	6519100        	1391900
8400   	100818500    	6364000    	2630100      	96575900              	7410100        	1405100
8500   	109322800    	6459000    	2596900      	106031000              	6748700        	1333100
8600   	102096100    	6625800    	2760700      	103233000              	6819700        	1350200
