Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	2825800    	62400    	24100      	1726400              	40100        	12700
200   	2459000    	123500    	52600      	2602800              	92300        	25900
300   	7801300    	254200    	83100      	4788500              	166600        	42400
400   	5546800    	220700    	99300      	6931900              	237100        	56000
500   	7474900    	293600    	129300      	10055200              	380300        	104700
600   	11128100    	360000    	164400      	7739200              	375500        	87400
700   	8726800    	429900    	183000      	10493400              	458300        	103900
800   	17101400    	538700    	221800      	19367100              	7838900        	211700
900   	15452600    	842400    	402600      	13936400              	608400        	134100
1000   	15047700    	658200    	266400      	12878100              	683900        	175500
1100   	15067300    	724100    	295700      	16663000              	1169800        	253000
1200   	20977400    	852000    	460100      	15372900              	1324900        	254500
1300   	18366400    	861800    	348100      	15763800              	1081800        	184100
1400   	19174100    	936700    	380800      	18813400              	1337000        	365200
1500   	18027100    	1135400    	477400      	20843400              	1216700        	263700
1600   	18246600    	1609200    	614600      	23105600              	1303400        	314400
1700   	27039100    	1048500    	446100      	19095100              	1566100        	333900
1800   	25723000    	1255400    	597600      	24223700              	1185800        	254400
1900   	23776600    	1208900    	509500      	23595400              	1557400        	334900
2000   	22765000    	1395200    	531300      	28617400              	1345700        	283100
2100   	24458800    	1355000    	558700      	24900900              	1395800        	295900
2200   	30224400    	1764000    	740300      	33640100              	2199600        	469100
2300   	30139900    	1846900    	768600      	27109200              	1539700        	333700
2400   	33211500    	1946500    	802500      	37926700              	1663200        	377600
2500   	30699800    	2039200    	1045800      	34689800              	1724100        	366900
2600   	36079300    	2788200    	737900      	38371400              	2220900        	577400
2700   	42590400    	3277700    	1469700      	41679900              	2652100        	515600
2800   	37195900    	1870200    	794000      	40310500              	2612500        	532100
2900   	39731500    	2663800    	1079400      	37400200              	2013700        	428300
3000   	42866200    	2023700    	831900      	40101900              	3378100        	562500
3100   	37114900    	2144000    	858700      	44076800              	2609000        	459900
3200   	42079600    	2426500    	999500      	42380500              	3434800        	471100
3300   	48470500    	2266400    	916600      	46709000              	2352300        	664900
3400   	48689300    	2317900    	965700      	42731900              	3633500        	750500
3500   	62499800    	3259600    	1280400      	54139200              	4982100        	1114800
3600   	47022600    	3067400    	1299000      	92590900              	4181400        	1986800
3700   	52690800    	3084600    	1543700      	51092600              	2765900        	543700
3800   	52450800    	3112200    	1291900      	56214300              	3436800        	718400
3900   	52151500    	2895400    	1412600      	45211000              	4221700        	907300
4000   	57388000    	4468200    	1493500      	67302500              	4375800        	885000
4100   	55209000    	3551100    	1474600      	53393100              	3746200        	771500
4200   	58351900    	2920000    	1192800      	54931200              	4020200        	792600
4300   	58208000    	3126500    	1546600      	65621200              	4062200        	888600
4400   	61451300    	3481100    	1343000      	61365100              	4002300        	815100
4500   	70408100    	4153400    	1638600      	55340500              	3470700        	808600
4600   	55001400    	4810500    	1363200      	62160600              	5501600        	878600
4700   	73824200    	3528900    	2205500      	54278000              	3875800        	753600
4800   	93173800    	3444100    	1374000      	81158000              	3588400        	800900
4900   	72569300    	3926400    	1675900      	69132600              	4582400        	979600
5000   	68835900    	3681800    	1482300      	69915700              	4685600        	957200
5100   	84123800    	6011500    	1482100      	68070100              	3820700        	782400
5200   	83286200    	4866100    	2213200      	64112200              	3905700        	796700
5300   	79344000    	4875400    	1936800      	70972400              	4968000        	1036800
5400   	91722200    	5236300    	2291200      	77230100              	5105500        	1037700
5500   	74142100    	4947800    	1993100      	88255400              	5867300        	2285600
5600   	81509800    	4144800    	1672400      	74488300              	4214900        	864700
5700   	80339000    	4357900    	1680900      	84303400              	7673100        	1685700
5800   	94388800    	4315700    	1703400      	76691000              	7745400        	1563900
5900   	95937600    	5379900    	2395800      	75481100              	4496800        	923700
6000   	87412300    	5122200    	1822400      	82515800              	5730100        	1153900
6100   	89882700    	6495500    	2977300      	98034100              	4850000        	966900
6200   	94914900    	5711200    	3457200      	81388000              	5819600        	1070500
6300   	83384400    	5806200    	2516600      	88350800              	5800500        	1032400
6400   	94431700    	4893100    	2117200      	87879100              	5912100        	1019500
6500   	89906400    	6328300    	1993300      	84775500              	5460000        	1362300
6600   	88468300    	6735700    	2443600      	97034700              	8395900        	1351200
6700   	88959600    	5806400    	2476700      	90857900              	7350200        	1739200
6800   	91670900    	7528300    	3093700      	100682900              	10045400        	1633700
6900   	85380800    	7715200    	2107900      	142350100              	7614800        	1503300
7000   	104734300    	5518800    	3224500      	101246200              	7036000        	1083200
7100   	98858800    	7092600    	2151900      	112297800              	6426400        	1107300
7200   	99252200    	8178900    	3010000      	96623500              	5863200        	1134500
7300   	96320800    	7631400    	3052700      	100871700              	6360400        	1311600
7400   	129632500    	8386200    	2820700      	117245000              	7793800        	2624700
7500   	111798400    	5750600    	4343400      	132098400              	19990000        	2552700
7600   	113556600    	7757800    	2816400      	110370100              	6145300        	1273900
7700   	102061900    	8949700    	2943100      	122580900              	9091900        	2714400
7800   	121915400    	9146600    	3916100      	114455100              	15386200        	2031700
7900   	124127300    	8389200    	2604200      	121299000              	11157000        	1907500
8000   	118452700    	7087200    	3174300      	116971800              	9159200        	1560800
