Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	3124200    	37700    	18300      	1197800              	39000        	12200
200   	2922000    	138800    	55900      	3890600              	136100        	35900
300   	5052500    	177200    	83900      	3351800              	147500        	39300
400   	5792100    	208100    	89800      	4224200              	209300        	52700
500   	5842000    	329500    	175200      	6643400              	297500        	69200
600   	8005500    	313700    	141500      	7332100              	368300        	86100
700   	9737900    	472300    	239800      	9228600              	501300        	121000
800   	10997200    	553200    	242400      	10133400              	466400        	107900
900   	12591400    	507700    	223900      	9861600              	660100        	152500
1000   	13668800    	713000    	309500      	11660100              	606700        	137600
1100   	16410400    	637400    	277200      	14372500              	660600        	149300
1200   	15217400    	706200    	310300      	14900300              	734000        	167700
1300   	18502700    	876400    	417200      	18381800              	817400        	190000
1400   	18707100    	882600    	366300      	15869400              	1004300        	198500
1500   	20822000    	1149100    	490200      	19231100              	979000        	209300
1600   	23192300    	997900    	485400      	28955300              	2253300        	505100
1700   	28498400    	1060400    	474600      	23140400              	1413800        	315800
1800   	20687800    	1119900    	469600      	20573400              	1182900        	254800
1900   	29214700    	1627300    	643800      	21847400              	1470600        	270300
2000   	27733800    	1265400    	634700      	23358300              	1465200        	299800
2100   	23791700    	1338400    	556600      	26876700              	3111600        	664800
2200   	33870400    	1417000    	602600      	30640200              	1482600        	311600
2300   	33608000    	2361900    	687700      	34134900              	1941200        	425200
2400   	30270900    	1550400    	656200      	33848000              	1629200        	347300
2500   	33395200    	1717000    	744700      	33796600              	1702900        	361500
2600   	57290000    	2819900    	940900      	30088800              	2618500        	379900
2700   	33409900    	1820400    	740400      	31629500              	1903300        	395100
2800   	41735000    	2500100    	1247100      	40525200              	1953200        	412500
2900   	42551700    	2590900    	1071900      	39124100              	2016200        	423200
3000   	52891800    	2144900    	908100      	57447400              	3234000        	551700
3100   	45252900    	2079100    	863700      	37926700              	3939400        	574500
3200   	38810900    	2390200    	881900      	69449400              	2282000        	831600
3300   	56552900    	2806800    	962700      	46619200              	5712800        	1175700
3400   	62095900    	4651900    	1919300      	46309300              	2521600        	500800
3500   	72085600    	4277600    	1754900      	72117900              	3006800        	1793600
3600   	54480500    	2662200    	1027900      	52945800              	3241500        	660200
3700   	52008200    	3497100    	1425000      	48510400              	3712900        	687600
3800   	51615900    	4068700    	1633300      	58267700              	2829200        	563500
3900   	61748000    	4222100    	2371000      	51187800              	3010700        	587800
4000   	60527200    	3798700    	1597800      	59947000              	3238300        	590500
4100   	55419900    	2851100    	1179400      	53320600              	4435900        	954600
4200   	67962900    	3669400    	1491800      	51676900              	3065400        	695200
4300   	56355400    	4225600    	1533300      	53538800              	5179900        	922500
4400   	57051600    	3097200    	1272300      	59383400              	3245900        	660500
4500   	64539400    	4969100    	2028500      	80826700              	5000700        	961700
4600   	61110200    	4894500    	2006000      	86987200              	3458900        	689300
4700   	73434400    	3334400    	1355800      	74082400              	4746700        	711700
4800   	67832500    	4270000    	2171000      	60946700              	3558100        	770600
4900   	87023600    	5340900    	2161600      	63127300              	4147400        	761800
5000   	85144800    	9346900    	3558800      	80295500              	5568600        	1209300
5100   	82863400    	7522500    	2002500      	93304200              	5563300        	1340000
5200   	78059100    	3723800    	1515900      	73834200              	5844600        	1219500
5300   	80677800    	4847900    	1940000      	85992900              	4680700        	1418000
5400   	78797200    	6879200    	3560900      	80782000              	5224500        	1190900
5500   	83698700    	5160000    	2051600      	68659500              	4151300        	849500
5600   	103270900    	4717800    	2150300      	78608200              	9581400        	932800
5700   	121220300    	4840800    	2051400      	96059200              	12391900        	2376300
5800   	89880600    	4716800    	1720500      	106585900              	10566300        	1451200
5900   	114933300    	10456200    	4303000      	115012700              	5891700        	1217200
6000   	83356200    	4423300    	1805800      	106751000              	10087800        	1740000
6100   	94334900    	4615600    	2179000      	103593300              	6248900        	2132400
6200   	95155800    	6883900    	2424300      	102506800              	4788200        	956500
6300   	83718800    	5949500    	1874400      	90837300              	9002400        	1173900
6400   	85590400    	5172800    	2414500      	83999600              	6153100        	1242200
6500   	88996500    	5092200    	2429800      	102468200              	5575900        	2718800
6600   	109544500    	8593100    	2497300      	101379800              	6620600        	2129700
6700   	132409700    	6118600    	2278100      	98298100              	10317400        	2147300
6800   	114465700    	6932600    	4665800      	120997200              	8957400        	1972900
6900   	129824700    	6791000    	3683000      	89357100              	8975000        	1136600
7000   	118851300    	5489700    	4317800      	93154400              	5458100        	1148900
7100   	120089900    	5338200    	2312300      	99199500              	5534500        	1220800
7200   	121694500    	5472100    	2180300      	123597000              	11227000        	1126200
7300   	147599400    	7312900    	3087400      	144050700              	6200700        	1389500
7400   	134205600    	13865000    	5706300      	122965200              	11905200        	1144700
7500   	123043300    	6459800    	2606300      	130132300              	6028000        	1203600
7600   	157637000    	7658000    	2481600      	114437800              	6436300        	1903700
7700   	114271300    	11181500    	2703100      	119095500              	7897700        	1601300
7800   	117862200    	7412600    	2382300      	125295400              	9802600        	2441400
7900   	93431200    	6019300    	2413900      	131154300              	14167800        	2775700
8000   	135653600    	6066900    	2442500      	141223700              	16224300        	3755700
8100   	131548000    	6286100    	3800400      	129134300              	9654900        	2002600
8200   	135024100    	10988700    	2789800      	119899900              	6582900        	1289100
8300   	134991700    	6393700    	2616100      	138263500              	9936600        	3906600
8400   	123035600    	6996800    	3342600      	127673400              	8558500        	1971300
8500   	132936700    	6821300    	2615000      	119138800              	7527400        	1419200
8600   	140324400    	15884400    	6247900      	169442200              	6877600        	1354300
8700   	149335000    	11516800    	8086000      	140563300              	7181300        	1366700
8800   	190137500    	15104600    	8481300      	148087700              	8782000        	1433500
8900   	142049500    	7367700    	2779700      	135155000              	14727600        	3241400
9000   	168048800    	6925100    	2886600      	149340600              	16660900        	3268700
9100   	176608700    	43293400    	10922000      	135898100              	7289300        	1457200
9200   	139558300    	9326100    	3713300      	145191300              	10827200        	2219700
9300   	142956900    	14113400    	5739000      	141404400              	17157000        	3049200
9400   	166928400    	7510100    	3033700      	157436900              	10260000        	1880100
9500   	140654600    	7895600    	2934100      	144659000              	8839300        	1545800
9600   	163879300    	11395300    	4519200      	189967300              	12115600        	2583100
9700   	161683300    	16379800    	8025100      	142538100              	8171400        	1550300
9800   	171884500    	9570600    	3230600      	126228000              	16518000        	3144200
9900   	170564700    	13675600    	6419900      	167894600              	12706000        	2088000
10000   	166433600    	9113500    	3117800      	175631900              	13202500        	3633900
