Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	1277800    	39100    	20800      	1085600              	41100        	13200
200   	5441200    	197800    	94000      	4559900              	204100        	56800
300   	3179500    	139000    	65600      	4405000              	219400        	58100
400   	9773800    	216400    	181800      	4300500              	204600        	55400
500   	8197000    	256600    	113600      	6355100              	331000        	81700
600   	6419600    	314300    	140800      	6192900              	330200        	80000
700   	9626500    	661500    	291200      	11578800              	393800        	95000
800   	8399700    	439900    	190600      	9207500              	463100        	107600
900   	18609600    	1010100    	403700      	17376300              	793200        	183400
1000   	17421100    	714600    	319400      	14143800              	777500        	175500
1100   	21453300    	802700    	351500      	14563700              	858300        	191500
1200   	16386900    	1666200    	688400      	22264100              	1185200        	250400
1300   	15835200    	770700    	336000      	14082200              	804600        	185700
1400   	15355100    	842200    	380000      	14989800              	877600        	197100
1500   	17307000    	1023700    	410900      	18172100              	1063700        	223900
1600   	26185400    	1480500    	730900      	34351700              	1393300        	302300
1700   	40988700    	1617000    	676200      	25761500              	1454900        	336900
1800   	32330400    	1341200    	546200      	21432200              	1165000        	254300
1900   	33926000    	1559700    	649600      	24769600              	1271000        	276100
2000   	34933700    	3060000    	1192300      	22115800              	1435900        	288500
2100   	28810700    	2010700    	758400      	24193600              	1388600        	298100
2200   	24313400    	1448500    	588900      	24307100              	1462200        	312800
2300   	25400400    	1542000    	716400      	46838000              	3611900        	819000
2400   	40348100    	1600200    	662500      	26372100              	1619200        	351000
2500   	28496000    	4105500    	684900      	51557700              	3150000        	666300
2600   	36754300    	1753600    	715800      	33521300              	1825400        	412200
2700   	32360300    	1781700    	764500      	29697900              	1855800        	400200
2800   	36683300    	2078800    	823400      	36563400              	1940500        	412200
2900   	36082400    	2265900    	847700      	34383900              	2013900        	424600
3000   	33274700    	2031600    	825000      	61841300              	4109500        	1075000
3100   	41519400    	2518500    	1083200      	45880800              	4020100        	478700
3200   	54729300    	3137900    	1321600      	43718900              	2380200        	467200
3300   	40612700    	2240200    	952600      	36658200              	2339300        	485400
3400   	37735600    	2394200    	966900      	40367000              	2700100        	534700
3500   	62695000    	6009600    	2132000      	62135700              	2635000        	543600
3600   	73977700    	2650400    	1276100      	50868300              	2580000        	530600
3700   	41653000    	2649800    	1043100      	42920700              	2651400        	546800
3800   	84477900    	3940700    	1550700      	77107400              	4477200        	901000
3900   	63380700    	3639000    	1556000      	52721700              	3507300        	1052900
4000   	45458700    	2770600    	1128800      	58203900              	3679200        	736400
4100   	48128200    	3190200    	1246300      	56021700              	2978900        	604900
4200   	50391700    	2957100    	1198400      	45996700              	3136400        	617200
4300   	56498000    	3105600    	1228200      	78376100              	3462100        	722100
4400   	50836900    	3455900    	1360400      	55863800              	3759800        	698900
4500   	61776400    	3552800    	1388200      	53661900              	3371600        	673500
4600   	56356300    	3316400    	1368300      	65834600              	3381700        	694100
4700   	84928500    	3318300    	1357500      	65523800              	9041700        	1268800
4800   	59802800    	4411500    	1730700      	62029100              	3543600        	734900
4900   	66641200    	3539400    	1550600      	78730900              	4546900        	927400
5000   	63237300    	3560300    	1485000      	75379900              	4202200        	818400
5100   	67862300    	3647600    	1524700      	73775800              	3820900        	795100
5200   	89704100    	4975200    	2003000      	64917800              	3896700        	797900
5300   	94486300    	3910900    	1569900      	75197300              	4499100        	1508700
