Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	1416600    	37400    	19200      	980900              	38900        	12100
200   	2071400    	85300    	40900      	2061100              	89700        	24900
300   	3091800    	140700    	63700      	3225300              	290500        	66200
400   	4160800    	199100    	91800      	4092700              	280800        	52100
500   	5358500    	260300    	113400      	5240000              	266700        	64900
600   	7517200    	421100    	188200      	6583900              	333400        	80900
700   	9507800    	451400    	212600      	8656400              	448500        	103100
800   	9594200    	446600    	191600      	10030000              	574100        	135100
900   	10904500    	519200    	220500      	10486400              	661300        	153100
1000   	12396100    	712100    	247600      	11993400              	662900        	143500
1100   	11731500    	635200    	274500      	11622200              	661400        	149300
1200   	19199300    	776000    	310300      	17603500              	916800        	216100
1300   	16235900    	769400    	325600      	14334100              	810900        	183300
1400   	18864700    	947900    	446300      	15706600              	984100        	210900
1500   	17014100    	908800    	387400      	16586800              	1511000        	262300
1600   	17709600    	1268900    	412900      	16970100              	1018700        	223700
1700   	19531400    	1050400    	439100      	24634500              	1754600        	360400
1800   	24419700    	1254200    	503600      	23181300              	1534400        	317000
1900   	21525800    	1193300    	503600      	20577600              	1282800        	268000
2000   	27508100    	1382200    	669900      	21470400              	1576600        	282300
2100   	37084800    	1508400    	751200      	33770200              	2424800        	514600
2200   	24843800    	1405700    	610900      	27532800              	1847600        	392400
2300   	39901800    	1519300    	1323000      	24726900              	2717400        	331100
2400   	47720800    	1553700    	643700      	32715500              	2580000        	519700
2500   	31707200    	1634800    	802000      	32996200              	2877600        	572300
2600   	36943400    	2034900    	703800      	32690700              	2788700        	572500
2700   	35681700    	2318200    	756300      	32071100              	1891300        	402900
2800   	38798300    	2072200    	833900      	33199100              	1937700        	411000
2900   	40402200    	2039000    	803100      	39712000              	2019800        	426500
3000   	43601500    	2291000    	1057100      	32798200              	2091200        	437800
3100   	43767600    	2378700    	969000      	36381000              	2426900        	483200
3200   	55024200    	3154100    	1146000      	49001700              	2318400        	575000
3300   	46288700    	2554800    	1186800      	40850500              	2479400        	483200
3400   	51300600    	2311300    	956900      	42769100              	2766500        	625500
3500   	78520300    	2848500    	2446700      	52110500              	3573300        	554500
3600   	53109500    	2905100    	1147200      	74289800              	5147400        	912100
3700   	92966500    	3397800    	1511800      	54780400              	2701000        	560500
3800   	52074700    	2623200    	1065700      	50337100              	3552900        	797800
3900   	53295500    	2786800    	1444400      	57562400              	3067500        	777500
