Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	2213700    	96200    	53200      	2745000              	133700        	37800
200   	5267900    	226200    	86100      	4986100              	165600        	41700
300   	5966200    	244700    	113700      	5480000              	435900        	85500
400   	6678800    	293400    	132900      	6246300              	309500        	84200
500   	7139200    	316000    	141900      	6580100              	334100        	80600
600   	9872900    	493500    	211000      	9192200              	470500        	106700
700   	8960300    	474300    	207700      	9004200              	394100        	95300
800   	11656600    	550800    	238500      	11232700              	590700        	138200
900   	11767400    	806900    	298100      	11783100              	700400        	153400
1000   	12045400    	712400    	346400      	12826800              	606900        	134000
1100   	12391600    	660000    	273800      	11984800              	668100        	148700
1200   	13539200    	706100    	310400      	13197400              	920600        	211800
1300   	16235200    	862500    	349400      	15892200              	916400        	197300
1400   	18889900    	844800    	355800      	24599100              	878800        	203700
1500   	20701800    	917200    	383100      	22966600              	957000        	209500
1600   	26485200    	2084000    	956400      	30250000              	1647000        	359400
1700   	32390300    	1297900    	561900      	23160900              	1126700        	245500
1800   	22091800    	1256000    	503800      	27001600              	2151200        	445500
1900   	28478600    	1789200    	816600      	28387500              	1870800        	343500
2000   	22762200    	1262600    	531000      	21496300              	1395200        	333600
2100   	23177700    	1339200    	571100      	23064000              	1457000        	294900
2200   	25760000    	1803600    	591900      	44866300              	2559900        	543600
2300   	41303200    	1967600    	825900      	26670800              	1545400        	331700
2400   	34727800    	1553100    	649200      	26140200              	1655000        	345100
2500   	27705500    	1720800    	674700      	39022200              	2468400        	515300
2600   	38230200    	2835300    	1283100      	33804900              	3083500        	383300
2700   	32320200    	2229200    	938900      	41226700              	2201000        	395200
2800   	40553800    	2334800    	969300      	32319500              	1937600        	411600
2900   	37336600    	2160200    	869900      	33331200              	2015700        	427900
3000   	64184700    	4006000    	1665200      	51219700              	2957600        	613800
3100   	56557200    	3219200    	1241400      	39646500              	4351000        	903600
3200   	47648000    	2268800    	893500      	36809200              	2852600        	585100
3300   	42967500    	2233500    	929700      	35866500              	2389300        	482800
3400   	62201300    	4899700    	1003900      	41899200              	2404800        	499100
3500   	47396000    	3574600    	1464600      	48688500              	2499300        	557500
3600   	50943800    	2539600    	1013400      	53840700              	2632400        	539400
3700   	57214700    	3269000    	1319200      	45875600              	2640300        	546800
3800   	61161500    	2963800    	1217500      	45364200              	3548700        	560900
3900   	47764500    	2774700    	1160600      	53524900              	3415000        	701800
4000   	51476800    	2891700    	1309700      	48950100              	3236800        	628600
4100   	60899600    	3893600    	1492900      	51910600              	2958800        	777200
4200   	48544700    	2944700    	1234000      	56051100              	3822700        	670900
4300   	72405100    	4229800    	1246400      	54122600              	3722000        	683400
4400   	51801500    	3192900    	1306600      	59599400              	3344100        	697300
4500   	61319600    	3786000    	1321300      	57819000              	4251700        	842100
4600   	61602100    	3415900    	1626800      	61537400              	4860300        	709200
4700   	63985600    	3404700    	1370000      	60997100              	3972000        	1081100
4800   	60638700    	4295400    	1790600      	57420400              	3587900        	724100
4900   	73910800    	3897800    	1538100      	67226600              	3638500        	744300
5000   	63168700    	5447500    	1489300      	71553400              	3758600        	778400
5100   	66257200    	5157600    	1846900      	64754100              	4804700        	976900
5200   	64135200    	3798000    	1509900      	64521800              	4083600        	795300
5300   	64495000    	4290900    	1646400      	84241800              	3972500        	828200
5400   	90335100    	4314700    	1623700      	116237800              	4891800        	897800
5500   	76811600    	5748400    	2070600      	80860500              	4513600        	1422300
5600   	71222500    	5126600    	2033200      	68884600              	4466200        	861700
5700   	76497600    	4194000    	1662800      	73901700              	4955900        	1023900
5800   	104288800    	5825300    	1901200      	79134200              	5519100        	967100
5900   	82454000    	4430300    	1767500      	70497100              	4506300        	905000
6000   	87063500    	6976200    	2383900      	79887200              	4576000        	919100
6100   	84665700    	6933900    	1794800      	98068600              	7202900        	1068800
