Size	Mergesort	Heapsort	Quiksort	Mergesort_Sorted	HeapSort	QuickSort_Sorted
100   	1342200    	46000    	24300      	1126400              	38800        	12200
200   	2335600    	85900    	40800      	1965800              	90000        	24900
300   	3112300    	175900    	82800      	3183000              	145700        	38500
400   	4902600    	200100    	88600      	4030700              	204500        	51500
500   	6268200    	254400    	114000      	6653400              	320600        	75500
600   	6509500    	348400    	141500      	7030700              	329700        	80800
700   	7453700    	422000    	166200      	7287600              	395600        	95700
800   	9950100    	445500    	190000      	9559700              	689900        	161200
900   	9647600    	524600    	221400      	9550300              	526900        	124700
1000   	13164700    	567500    	243200      	10478200              	596100        	134200
1100   	13778300    	632100    	271900      	11507200              	688700        	149000
1200   	12826700    	704200    	298800      	14757500              	739300        	166200
1300   	16109400    	1253500    	326100      	16066400              	808200        	234600
1400   	17279700    	846300    	356500      	15011700              	878600        	198400
1500   	18484500    	911700    	384600      	15960000              	950300        	209600
1600   	20936300    	1196000    	531000      	19435200              	1021700        	223900
1700   	20688200    	1049400    	443800      	18124500              	1501100        	240500
1800   	19653800    	1112000    	474700      	22324700              	1568600        	418700
1900   	22069200    	1193400    	500500      	20456800              	1249000        	266700
2000   	27420100    	1261100    	529000      	21509500              	1384100        	283100
2100   	22773700    	1333100    	562400      	22456600              	1402700        	294400
2200   	28577200    	1563200    	622500      	26873000              	1496700        	314800
2300   	26599600    	1481500    	656000      	24720900              	1565500        	328800
2400   	27182200    	1548600    	641500      	28256300              	1632300        	348100
2500   	29555100    	1631800    	682600      	27267500              	1694500        	361500
2600   	33164200    	1760300    	702400      	28784200              	1812100        	401700
2700   	30152700    	1775900    	735800      	29520100              	1859500        	396400
2800   	40616600    	1874500    	950300      	31556600              	2386200        	439900
2900   	36584100    	2190100    	917300      	38905400              	2007600        	424800
3000   	34648200    	2675900    	1240200      	32446000              	2092900        	436400
3100   	37850800    	2074000    	863300      	37865100              	2168100        	453200
3200   	35267700    	2532000    	891100      	34662600              	2251600        	467600
3300   	36226800    	2229800    	919500      	35905500              	2325200        	483400
3400   	41688600    	2302300    	944100      	36895900              	2404600        	552500
3500   	40922200    	2448500    	988900      	40449200              	2495100        	514600
3600   	42211000    	3076300    	1027000      	44076700              	2567300        	528700
3700   	44362100    	2655200    	1047900      	40527300              	2640100        	545400
3800   	45193900    	2742600    	1118400      	44018000              	2745100        	600900
3900   	47516200    	2688700    	1139000      	42920000              	2795400        	574400
4000   	51124100    	3623100    	1376500      	45232300              	3220200        	626700
4100   	45344800    	2842100    	1157900      	45368100              	3307700        	643500
4200   	46621400    	2960800    	1185200      	50436700              	4087100        	935800
4300   	52219300    	3003800    	1246300      	46866600              	3125800        	639100
4400   	49568700    	3725900    	1270600      	48662700              	3200000        	653300
4500   	49852400    	3156300    	1308900      	54949200              	3678500        	715700
4600   	61343400    	3967400    	1321200      	55539300              	3452100        	688200
4700   	56440300    	3341500    	1358800      	57228600              	3476000        	712600
